2025-09-09T19:23:00Z,1
2025-09-09T19:23:00Z,3
2025-09-09T19:24:00Z,0
2025-09-09T19:24:00Z,0
2025-09-09T19:25:00Z,0
2025-09-09T19:25:00Z,0
2025-09-09T19:26:00Z,0
2025-09-09T19:26:00Z,0
2025-09-09T19:27:00Z,0
2025-09-09T19:27:00Z,0
2025-09-09T19:28:00Z,0
2025-09-09T19:28:00Z,0
2025-09-09T19:29:00Z,0
2025-09-09T19:30:00Z,0
2025-09-09T19:56:00Z,1
2025-09-09T19:56:00Z,2
2025-09-09T19:57:00Z,3
2025-09-09T19:57:00Z,3
2025-09-09T19:58:00Z,0
2025-09-09T19:58:00Z,1
2025-09-09T19:59:00Z,0
2025-09-09T19:59:00Z,0
2025-09-09T20:00:00Z,0
2025-09-09T20:00:00Z,0
2025-09-09T20:01:00Z,3
2025-09-09T20:01:00Z,3
2025-09-09T20:02:00Z,0
2025-09-09T20:02:00Z,0
2025-09-09T20:03:00Z,0
2025-09-09T20:03:00Z,0
2025-09-09T20:04:00Z,0
2025-09-09T20:04:00Z,0
2025-09-09T20:05:00Z,0
2025-09-09T20:05:00Z,0
2025-09-09T20:06:00Z,0
2025-09-09T20:06:00Z,0
2025-09-09T20:07:00Z,0
2025-09-09T20:12:00Z,2
2025-09-09T20:13:00Z,1
2025-09-09T20:13:00Z,4
2025-09-09T20:14:00Z,3
2025-09-09T20:14:00Z,5
2025-09-09T20:15:00Z,2
2025-09-09T20:15:00Z,2
2025-09-09T20:16:00Z,0
2025-09-09T20:16:00Z,2
2025-09-09T20:17:00Z,0
2025-09-09T20:17:00Z,0
2025-09-09T20:18:00Z,0
2025-09-09T20:18:00Z,0
2025-09-09T20:19:00Z,0
2025-09-09T20:19:00Z,0
2025-09-09T20:20:00Z,0
2025-09-09T20:20:00Z,0
2025-09-09T20:21:00Z,0
2025-09-09T20:21:00Z,0
2025-09-09T20:22:00Z,0
2025-09-09T20:36:00Z,0
2025-09-09T20:36:00Z,0
2025-09-09T20:37:00Z,5
2025-09-09T20:37:00Z,5
2025-09-09T20:38:00Z,1
2025-09-09T20:38:00Z,5
2025-09-09T20:39:00Z,1
2025-09-09T20:39:00Z,4
2025-09-09T20:40:00Z,4
2025-09-09T20:40:00Z,4
2025-09-09T20:41:00Z,0
2025-09-09T20:41:00Z,0
2025-09-09T20:42:00Z,0
2025-09-09T20:42:00Z,0
2025-09-09T20:43:00Z,0
2025-09-09T20:43:00Z,0
2025-09-09T20:44:00Z,1
2025-09-09T20:44:00Z,2
2025-09-09T20:45:00Z,0
2025-09-09T20:45:00Z,0
2025-09-09T20:46:00Z,0
2025-09-09T20:46:00Z,0
2025-09-09T20:47:00Z,0
2025-09-09T20:47:00Z,0
2025-09-09T20:48:00Z,0
2025-09-09T20:48:00Z,0
2025-09-09T20:59:00Z,0
2025-09-09T21:00:00Z,3
2025-09-09T21:00:00Z,4
2025-09-09T21:01:00Z,0
2025-09-09T21:01:00Z,3
2025-09-09T21:02:00Z,0
2025-09-09T21:02:00Z,1
2025-09-09T21:03:00Z,0
2025-09-09T21:03:00Z,0
2025-09-09T21:04:00Z,0
2025-09-09T21:04:00Z,1
2025-09-09T21:05:00Z,6
2025-09-09T21:05:00Z,7
2025-09-09T21:06:00Z,3
2025-09-09T21:06:00Z,4
2025-09-09T21:07:00Z,3
2025-09-09T21:07:00Z,4
2025-09-09T21:08:00Z,3
2025-09-09T21:08:00Z,4
2025-09-09T21:09:00Z,0
2025-09-09T21:09:00Z,0
2025-09-09T21:10:00Z,0
2025-09-09T21:10:00Z,0
2025-09-09T21:11:00Z,0
2025-09-09T21:11:00Z,0
2025-09-09T21:12:00Z,6
2025-09-09T21:12:00Z,6
2025-09-09T21:13:00Z,10
2025-09-09T21:13:00Z,4
2025-09-09T21:14:00Z,11
2025-09-09T21:14:00Z,16
2025-09-09T21:15:00Z,2
2025-09-09T21:15:00Z,2
2025-09-09T21:16:00Z,6
2025-09-09T21:16:00Z,7
2025-09-09T21:17:00Z,0
2025-09-09T21:17:00Z,0
2025-09-09T21:18:00Z,0
2025-09-09T21:18:00Z,0
2025-09-09T21:19:00Z,0
2025-09-09T21:19:00Z,0
2025-09-09T21:20:00Z,0
2025-09-09T21:20:00Z,0
2025-09-09T21:21:00Z,0
2025-09-09T21:21:00Z,0
2025-09-09T21:22:00Z,0
2025-09-09T21:22:00Z,0
2025-09-09T21:23:00Z,0
2025-09-09T21:24:00Z,0
2025-09-09T21:37:00Z,1
2025-09-09T21:38:00Z,1
2025-09-09T21:39:00Z,0
2025-09-09T21:40:00Z,0
2025-09-09T21:41:00Z,0
2025-09-09T21:42:00Z,0
2025-09-09T21:43:00Z,1
2025-09-09T21:43:00Z,3
2025-09-09T21:44:00Z,0
2025-09-09T21:44:00Z,0
2025-09-09T21:45:00Z,0
2025-09-09T21:45:00Z,0
